id,subject,unit,term,range,question,choice1,choice2,choice3,choice4,choice5,choice6,choice7,choice8,answer,explanation,tags,difficulty,enabled
leap_en_1564,英語,英単語 LEAP 英訳,3学期,範囲D,次の意味に最も近い英単語を選びなさい: ～を妨げる,hinder,peer,drift,collapse,animate,squeeze,evade,mentor,1,hinder が正解です。意味は「～を妨げる」。 語源メモ: hindrona（妨げる）。,IT,5,true
leap_en_1565,英語,英単語 LEAP 英訳,3学期,範囲E,次の意味に最も近い英単語を選びなさい: ①爆発する ②爆発的に増加する,explode,proceed,alter,render,spur,insert,utilize,ethic,1,explode が正解です。意味は「①爆発する ②爆発的に増加する」。 語源メモ: ex-（外へ）＋plaudo（手を叩く）。,環境,5,true
leap_en_1566,英語,英単語 LEAP 英訳,3学期,範囲A,次の意味に最も近い英単語を選びなさい: （with ～）（～と）衝突する,collide,navigate,convert,impair,urge,detach,spin,astronomy,1,collide が正解です。意味は「（with ～）（～と）衝突する」。,環境,5,true
leap_en_1567,英語,英単語 LEAP 英訳,3学期,範囲B,次の意味に最も近い英単語を選びなさい: 甥,nephew,roam,shrink,deteriorate,lure,withdraw,plunge,archaeologist,1,nephew が正解です。意味は「甥」。,経済,5,true
leap_en_1568,英語,英単語 LEAP 英訳,3学期,範囲C,次の意味に最も近い英単語を選びなさい: 配偶者,spouse,flee,wither,undermine,stimulate,withstand,rattle,anthropologist,1,spouse が正解です。意味は「配偶者」。 語源メモ: sponsus（誓った）。,経済,5,true
leap_en_1569,英語,英単語 LEAP 英訳,3学期,範囲D,次の意味に最も近い英単語を選びなさい: 相続人，後継者,heir,retreat,transition,tackle,compel,exert,vanish,perceive,1,heir が正解です。意味は「相続人，後継者」。,IT,5,true
leap_en_1570,英語,英単語 LEAP 英訳,3学期,範囲E,次の意味に最も近い英単語を選びなさい: ①民族 ②人々,folk,crawl,distortion,disposal,dictate,compile,cease,grasp,1,folk が正解です。意味は「①民族 ②人々」。 語源メモ: fulkaz（群衆；集団）。,経済,5,true
leap_en_1571,英語,英単語 LEAP 英訳,3学期,範囲A,次の意味に最も近い英単語を選びなさい: ①（複数形）同等の人，同輩 ②（よく見えなくて）じっと見る,peer,drift,enhance,confine,blur,browse,haste,conceive,1,peer が正解です。意味は「①（複数形）同等の人，同輩 ②（よく見えなくて）じっと見る」。 語源メモ: par(等しい)。,経済,5,true
leap_en_1572,英語,英単語 LEAP 英訳,3学期,範囲B,次の意味に最も近い英単語を選びなさい: ①（順を追って）進む ②（to do）（さらに続けて）～する,proceed,alter,reinforce,designate,divert,manipulate,conceal,anticipate,1,proceed が正解です。意味は「①（順を追って）進む ②（to do）（さらに続けて）～する」。 語源メモ: pro-（～の前へ）＋cedo（行く）。,環境,5,true
leap_en_1573,英語,英単語 LEAP 英訳,3学期,範囲C,次の意味に最も近い英単語を選びなさい: ①（旅などで）進路を決める ②～を航行する，誘導する,navigate,convert,foster,regulate,reverse,implement,disguise,foresee,1,navigate が正解です。意味は「①（旅などで）進路を決める ②～を航行する，誘導する」。 語源メモ: navis（船）＋ago（動かす）。,IT,5,true
leap_en_1574,英語,英単語 LEAP 英訳,3学期,範囲D,次の意味に最も近い英単語を選びなさい: 歩き回る,roam,shrink,breakdown,prohibit,supplement,execute,coincide,speculate,1,roam が正解です。意味は「歩き回る」。 語源メモ: raimona（歩き回る）。,経済,5,true
leap_en_1575,英語,英単語 LEAP 英訳,3学期,範囲E,次の意味に最も近い英単語を選びなさい: 逃亡する,flee,wither,collapse,refrain,pose,host,prevail,infer,1,flee が正解です。意味は「逃亡する」。 語源メモ: plew-（飛ぶ）。,IT,5,true
leap_en_1576,英語,英単語 LEAP 英訳,3学期,範囲A,次の意味に最も近い英単語を選びなさい: ①退く ②撤退，退却,retreat,transition,render,curb,stroll,mount,sustain,deduce,1,retreat が正解です。意味は「①退く ②撤退，退却」。 語源メモ: re-（～の後ろへ）＋traho（引く）。,環境,5,true
leap_en_1577,英語,英単語 LEAP 英訳,3学期,範囲B,次の意味に最も近い英単語を選びなさい: 這って進む，這うように進む,crawl,distortion,impair,restrain,shrug,discharge,linger,ponder,1,crawl が正解です。意味は「這って進む，這うように進む」。 語源メモ: krabbo（カニ）。,環境,5,true
leap_en_1578,英語,英単語 LEAP 英訳,3学期,範囲C,次の意味に最も近い英単語を選びなさい: 漂う,drift,enhance,deteriorate,halt,sniff,drain,revive,contemplate,1,drift が正解です。意味は「漂う」。 語源メモ: dribana（押し出す）。,環境,5,true
leap_en_1579,英語,英単語 LEAP 英訳,3学期,範囲D,次の意味に最も近い英単語を選びなさい: ～を変える,alter,reinforce,undermine,animate,embrace,soak,resume,assure,1,alter が正解です。意味は「～を変える」。 語源メモ: altero（他のものにする）→alter（その他の）。,経済,5,true
leap_en_1580,英語,英単語 LEAP 英訳,3学期,範囲E,次の意味に最も近い英単語を選びなさい: ①（A into B）（A）を（B に）転換する ②～を改宗させる,convert,foster,tackle,spur,betray,suspend,inspect,assess,1,convert が正解です。意味は「①（A into B）（A）を（B に）転換する ②～を改宗させる」。 語源メモ: con「強意」vert「形や性質を変える」。,IT,5,true
leap_en_1581,英語,英単語 LEAP 英訳,3学期,範囲A,次の意味に最も近い英単語を選びなさい: ①縮む ②（数量が）減る ③～を縮ませる，減らす,shrink,breakdown,disposal,urge,deceive,extract,investigate,evaluate,1,shrink が正解です。意味は「①縮む ②（数量が）減る ③～を縮ませる，減らす」。 語源メモ: sker-（しわが寄る；ねじる）。,IT,5,true
leap_en_1582,英語,英単語 LEAP 英訳,3学期,範囲B,次の意味に最も近い英単語を選びなさい: しおれる，しぼむ,wither,collapse,confine,lure,bully,summon,detect,verify,1,wither が正解です。意味は「しおれる，しぼむ」。,経済,5,true
leap_en_1583,英語,英単語 LEAP 英訳,3学期,範囲C,次の意味に最も近い英単語を選びなさい: 移り変わり，推移,transition,render,designate,stimulate,squeeze,embark,discern,compromise,1,transition が正解です。意味は「移り変わり，推移」。 語源メモ: trans「向こう側へ」it「行く」ion「こと、もの」。,IT,5,true
leap_en_1584,英語,英単語 LEAP 英訳,3学期,範囲D,次の意味に最も近い英単語を選びなさい: 歪めること,distortion,impair,regulate,compel,insert,thrust,expedition,reconcile,1,distortion が正解です。意味は「歪めること」。 語源メモ: -tion「こと、もの」、dis-「否定、離れて、強意」。,経済,5,true
leap_en_1585,英語,英単語 LEAP 英訳,3学期,範囲E,次の意味に最も近い英単語を選びなさい: ～を向上させる,enhance,deteriorate,prohibit,dictate,detach,penetrate,enroll,alert,1,enhance が正解です。意味は「～を向上させる」。 語源メモ: in-（中に）＋altus（高い）。,経済,5,true
leap_en_1586,英語,英単語 LEAP 英訳,3学期,範囲A,次の意味に最も近い英単語を選びなさい: ～を補強する,reinforce,undermine,refrain,blur,withdraw,intrude,discipline,stereotype,1,reinforce が正解です。意味は「～を補強する」。 語源メモ: re-（再び）＋inforce（強める）→in-（中に）＋fortis（力強い）。,環境,5,true
leap_en_1587,英語,英単語 LEAP 英訳,3学期,範囲B,次の意味に最も近い英単語を選びなさい: ①（才能など）を育成する ②～の里親になる ③里親の,foster,tackle,curb,divert,withstand,evade,cram,perspective,1,foster が正解です。意味は「①（才能など）を育成する ②～の里親になる ③里親の」。 語源メモ: fostor（食物）。,経済,5,true
leap_en_1588,英語,英単語 LEAP 英訳,3学期,範囲C,次の意味に最も近い英単語を選びなさい: ①崩壊 ②故障 ③衰弱,breakdown,disposal,restrain,reverse,exert,utilize,faculty,prospect,1,breakdown が正解です。意味は「①崩壊 ②故障 ③衰弱」。 語源メモ: break（壊す）＋down（停止して；下に）。,環境,5,true
leap_en_1589,英語,英単語 LEAP 英訳,3学期,範囲D,次の意味に最も近い英単語を選びなさい: ①崩壊する，倒れる ②崩壊，倒れること,collapse,confine,halt,supplement,compile,spin,tuition,vow,1,collapse が正解です。意味は「①崩壊する，倒れる ②崩壊，倒れること」。 語源メモ: com-（一緒に）＋labor（滑り落ちる）。,経済,5,true
leap_en_1590,英語,英単語 LEAP 英訳,3学期,範囲E,次の意味に最も近い英単語を選びなさい: ①（SVOC）（O）を（C）にする ②（援助など）を与える,render,designate,animate,pose,browse,plunge,diploma,intuition,1,render が正解です。意味は「①（SVOC）（O）を（C）にする ②（援助など）を与える」。 語源メモ: re-（戻って）＋do（与える）。,IT,5,true
leap_en_1591,英語,英単語 LEAP 英訳,3学期,範囲A,次の意味に最も近い英単語を選びなさい: （人間の機能など）を低下させる，損なう,impair,regulate,spur,stroll,manipulate,rattle,mentor,illusion,1,impair が正解です。意味は「（人間の機能など）を低下させる，損なう」。 語源メモ: im-（中に）＋peioro（悪くする） 「悪い状態にすること」。,環境,5,true
leap_en_1592,英語,英単語 LEAP 英訳,3学期,範囲B,次の意味に最も近い英単語を選びなさい: 悪化する,deteriorate,prohibit,urge,shrug,implement,vanish,ethic,criterion,1,deteriorate が正解です。意味は「悪化する」。,環境,5,true
leap_en_1593,英語,英単語 LEAP 英訳,3学期,範囲C,次の意味に最も近い英単語を選びなさい: ～を弱める，揺るがす,undermine,refrain,lure,sniff,execute,cease,astronomy,tolerate,1,undermine が正解です。意味は「～を弱める，揺るがす」。 語源メモ: under-（下に）＋mine（敵地に地下道を掘る）→mina（鉱石の採掘）「見えないところから切り崩すこと」。,IT,5,true
leap_en_1594,英語,英単語 LEAP 英訳,3学期,範囲D,次の意味に最も近い英単語を選びなさい: ～に取り組む,tackle,curb,stimulate,embrace,host,haste,archaeologist,overlook,1,tackle が正解です。意味は「～に取り組む」。 語源メモ: takel（滑車装置）→??taken（しっかり握る）。,IT,5,true
leap_en_1595,英語,英単語 LEAP 英訳,3学期,範囲E,次の意味に最も近い英単語を選びなさい: ①（at one's －）～を自由にする ②処分，廃棄,disposal,restrain,compel,betray,mount,conceal,anthropologist,grain,1,disposal が正解です。意味は「①（at one's －）～を自由にする ②処分，廃棄」。 語源メモ: dis-「否定、離れて、強意」。,経済,5,true
leap_en_1596,英語,英単語 LEAP 英訳,3学期,範囲A,次の意味に最も近い英単語を選びなさい: ①～を閉じ込める ②（活動など）を制限する,confine,halt,dictate,deceive,discharge,disguise,perceive,drought,1,confine が正解です。意味は「①～を閉じ込める ②（活動など）を制限する」。 語源メモ: com(共に)+finis(終わり)。,環境,5,true
leap_en_1597,英語,英単語 LEAP 英訳,3学期,範囲B,次の意味に最も近い英単語を選びなさい: （通例，受け身で）～を指定する,designate,animate,blur,bully,drain,coincide,grasp,irrigation,1,designate が正解です。意味は「（通例，受け身で）～を指定する」。 語源メモ: de-（～から外へ）＋signo（指し示す）。,環境,5,true
leap_en_1598,英語,英単語 LEAP 英訳,3学期,範囲C,次の意味に最も近い英単語を選びなさい: ①（主に規則によって）～を規制する ②（機器など）を調整する,regulate,spur,divert,squeeze,soak,prevail,conceive,spectacle,1,regulate が正解です。意味は「①（主に規則によって）～を規制する ②（機器など）を調整する」。 語源メモ: regula（定規）→rego（真っすぐに導く）＋-ula（道具）。,経済,5,true
leap_en_1599,英語,英単語 LEAP 英訳,3学期,範囲D,次の意味に最も近い英単語を選びなさい: ～を禁じる,prohibit,urge,reverse,insert,suspend,sustain,anticipate,altitude,1,prohibit が正解です。意味は「～を禁じる」。 語源メモ: pro「前に」hibit「保つ」。,IT,5,true
leap_en_1600,英語,英単語 LEAP 英訳,3学期,範囲E,次の意味に最も近い英単語を選びなさい: （from ～）（～を）控える,refrain,lure,supplement,detach,extract,linger,foresee,catastrophe,1,refrain が正解です。意味は「（from ～）（～を）控える」。 語源メモ: re-（～の後ろへ）＋freno（制御する）。,経済,5,true
leap_en_1601,英語,英単語 LEAP 英訳,3学期,範囲A,次の意味に最も近い英単語を選びなさい: ①～を抑制する ②縁石,curb,stimulate,pose,withdraw,summon,revive,speculate,decay,1,curb が正解です。意味は「①～を抑制する ②縁石」。,経済,5,true
leap_en_1602,英語,英単語 LEAP 英訳,3学期,範囲B,次の意味に最も近い英単語を選びなさい: ～を抑制する,restrain,compel,stroll,withstand,embark,resume,infer,erosion,1,restrain が正解です。意味は「～を抑制する」。 語源メモ: re-（後ろへ）＋stringo（きつく締める；圧迫する）。,経済,5,true
leap_en_1603,英語,英単語 LEAP 英訳,3学期,範囲C,次の意味に最も近い英単語を選びなさい: ①～を止める ②止まる ③停止,halt,dictate,shrug,exert,thrust,inspect,deduce,flame,1,halt が正解です。意味は「①～を止める ②止まる ③停止」。 語源メモ: haldana（保持する）。,経済,5,true
leap_en_1604,英語,英単語 LEAP 英訳,3学期,範囲D,次の意味に最も近い英単語を選びなさい: ①～を活気づける ②～をアニメ化する,animate,blur,sniff,compile,penetrate,investigate,ponder,galaxy,1,animate が正解です。意味は「①～を活気づける ②～をアニメ化する」。 語源メモ: anima「魂、命、風」。,環境,5,true
leap_en_1605,英語,英単語 LEAP 英訳,3学期,範囲E,次の意味に最も近い英単語を選びなさい: ①～を駆り立てる，促す ②拍車，刺激，動機,spur,divert,embrace,browse,intrude,detect,contemplate,meteor,1,spur が正解です。意味は「①～を駆り立てる，促す ②拍車，刺激，動機」。,経済,5,true
leap_en_1606,英語,英単語 LEAP 英訳,3学期,範囲A,次の意味に最も近い英単語を選びなさい: ①～をせき立てる，～に強く勧める ②（何かがしたい）衝動,urge,reverse,betray,manipulate,evade,discern,assure,chill,1,urge が正解です。意味は「①～をせき立てる，～に強く勧める ②（何かがしたい）衝動」。 語源メモ: urgeo（圧力をかける）。,環境,5,true
leap_en_1607,英語,英単語 LEAP 英訳,3学期,範囲B,次の意味に最も近い英単語を選びなさい: ①～を誘い込む ②魅力，誘惑,lure,supplement,deceive,implement,utilize,expedition,assess,meadow,1,lure が正解です。意味は「①～を誘い込む ②魅力，誘惑」。,経済,5,true
leap_en_1608,英語,英単語 LEAP 英訳,3学期,範囲C,次の意味に最も近い英単語を選びなさい: ～を刺激する,stimulate,pose,bully,execute,spin,enroll,evaluate,exploit,1,stimulate が正解です。意味は「～を刺激する」。 語源メモ: sti(n)g-→stizein = (突き刺す、刺激する)。,環境,5,true
leap_en_1609,英語,英単語 LEAP 英訳,3学期,範囲D,次の意味に最も近い英単語を選びなさい: （A to do）（A）に（～することを）強制する,compel,stroll,squeeze,host,plunge,discipline,verify,contaminate,1,compel が正解です。意味は「（A to do）（A）に（～することを）強制する」。 語源メモ: com-（強調）＋pello（押し出す）。,IT,5,true
leap_en_1610,英語,英単語 LEAP 英訳,3学期,範囲E,次の意味に最も近い英単語を選びなさい: ①～を書き取らせる ②～を命令する，規定する,dictate,shrug,insert,mount,rattle,cram,compromise,erupt,1,dictate が正解です。意味は「①～を書き取らせる ②～を命令する，規定する」。 語源メモ: dico（言う）＋-to（反復）。,経済,5,true
leap_en_1611,英語,英単語 LEAP 英訳,3学期,範囲A,次の意味に最も近い英単語を選びなさい: ①～をぼやかす ②ぼやける,blur,sniff,detach,discharge,vanish,faculty,reconcile,evaporate,1,blur が正解です。意味は「①～をぼやかす ②ぼやける」。 語源メモ: ？。,経済,5,true
leap_en_1612,英語,英単語 LEAP 英訳,3学期,範囲B,次の意味に最も近い英単語を選びなさい: ①（川など）の方向を変える ②（注意など）をそらす,divert,embrace,withdraw,drain,cease,tuition,alert,fertile,1,divert が正解です。意味は「①（川など）の方向を変える ②（注意など）をそらす」。 語源メモ: dis-（離れて）＋verto（向きを変える）。,環境,5,true
leap_en_1613,英語,英単語 LEAP 英訳,3学期,範囲C,次の意味に最も近い英単語を選びなさい: ①～を逆転する，覆す ②逆 ③逆の,reverse,betray,withstand,soak,haste,diploma,stereotype,roar,1,reverse が正解です。意味は「①～を逆転する，覆す ②逆 ③逆の」。 語源メモ: re「反対に」verse「向きを変える」。,経済,5,true
leap_en_1614,英語,英単語 LEAP 英訳,3学期,範囲D,次の意味に最も近い英単語を選びなさい: ①（栄養，収入など）を補う ②補充，栄養補助食品 ③付録,supplement,deceive,exert,suspend,conceal,mentor,perspective,inhabit,1,supplement が正解です。意味は「①（栄養，収入など）を補う ②補充，栄養補助食品 ③付録」。 語源メモ: 下から上へ（sub-）満たす（pleo）こと（-mentum）。,環境,5,true
leap_en_1615,英語,英単語 LEAP 英訳,3学期,範囲E,次の意味に最も近い英単語を選びなさい: ～をもたらす,pose,bully,compile,extract,disguise,ethic,prospect,nurture,1,pose が正解です。意味は「～をもたらす」。 語源メモ: pose「置く」。,IT,5,true
leap_en_1616,英語,英単語 LEAP 英訳,3学期,範囲A,次の意味に最も近い英単語を選びなさい: 散策する,stroll,squeeze,browse,summon,coincide,astronomy,vow,owl,1,stroll が正解です。意味は「散策する」。 語源メモ: roll「回転する、名簿、車輪」。,環境,5,true
leap_en_1617,英語,英単語 LEAP 英訳,3学期,範囲B,次の意味に最も近い英単語を選びなさい: ①（肩）をすくめる ②肩をすくめる,shrug,insert,manipulate,embark,prevail,archaeologist,intuition,instinct,1,shrug が正解です。意味は「①（肩）をすくめる ②肩をすくめる」。,IT,5,true
leap_en_1618,英語,英単語 LEAP 英訳,3学期,範囲C,次の意味に最も近い英単語を選びなさい: ①（くんくん）臭いをかぐ ②（かぜや泣いて）鼻をすする,sniff,detach,implement,thrust,sustain,anthropologist,illusion,prey,1,sniff が正解です。意味は「①（くんくん）臭いをかぐ ②（かぜや泣いて）鼻をすする」。,環境,5,true
leap_en_1619,英語,英単語 LEAP 英訳,3学期,範囲D,次の意味に最も近い英単語を選びなさい: ①～を抱擁する ②（思想など）を受け入れる,embrace,withdraw,execute,penetrate,linger,perceive,criterion,timber,1,embrace が正解です。意味は「①～を抱擁する ②（思想など）を受け入れる」。 語源メモ: em-（中に）＋brace（腕）。,経済,5,true
leap_en_1620,英語,英単語 LEAP 英訳,3学期,範囲E,次の意味に最も近い英単語を選びなさい: ①～を裏切る ②～を漏らす，（うっかり）さらけ出す,betray,withstand,host,intrude,revive,grasp,tolerate,fabric,1,betray が正解です。意味は「①～を裏切る ②～を漏らす，（うっかり）さらけ出す」。 語源メモ: be-（強調）＋traien（裏切る）。,経済,5,true
leap_en_1621,英語,英単語 LEAP 英訳,3学期,範囲A,次の意味に最も近い英単語を選びなさい: ～をだます,deceive,exert,mount,evade,resume,conceive,overlook,textile,1,deceive が正解です。意味は「～をだます」。 語源メモ: 事実から離れた（de-）理解をさせて（capio）だますこと。,経済,5,true
leap_en_1622,英語,英単語 LEAP 英訳,3学期,範囲B,次の意味に最も近い英単語を選びなさい: ①～をいじめる ②いじめっ子,bully,compile,discharge,utilize,inspect,anticipate,grain,weave,1,bully が正解です。意味は「①～をいじめる ②いじめっ子」。 語源メモ: boel（恋人）＋-y（こと）＝「遊女の乱暴な世話役」。,環境,5,true
leap_en_1623,英語,英単語 LEAP 英訳,3学期,範囲C,次の意味に最も近い英単語を選びなさい: ①（果汁など）を搾る ②（手，指で）～を強く押す,squeeze,browse,drain,spin,investigate,foresee,drought,competent,1,squeeze が正解です。意味は「①（果汁など）を搾る ②（手，指で）～を強く押す」。 語源メモ: queisen（絞る）。,経済,5,true
leap_en_1624,英語,英単語 LEAP 英訳,3学期,範囲D,次の意味に最も近い英単語を選びなさい: ①～を差し込む ②（語句など）を書き込む,insert,manipulate,soak,plunge,detect,speculate,irrigation,optimistic,1,insert が正解です。意味は「①～を差し込む ②（語句など）を書き込む」。 語源メモ: in-（～の中に）＋sero（つなげる）→?ser-（糸）。,IT,5,true
leap_en_1625,英語,英単語 LEAP 英訳,3学期,範囲E,次の意味に最も近い英単語を選びなさい: （A from B） （A）を（B から）切り離す,detach,implement,suspend,rattle,discern,infer,spectacle,patriotic,1,detach が正解です。意味は「（A from B） （A）を（B から）切り離す」。,経済,5,true
leap_en_1626,英語,英単語 LEAP 英訳,3学期,範囲A,次の意味に最も近い英単語を選びなさい: ①～を引っ込める ②（預金など）を引き出す ③退く,withdraw,execute,extract,vanish,expedition,deduce,altitude,naughty,1,withdraw が正解です。意味は「①～を引っ込める ②（預金など）を引き出す ③退く」。 語源メモ: with-（後ろへ）＋draw（引く）。,IT,5,true
leap_en_1627,英語,英単語 LEAP 英訳,3学期,範囲B,次の意味に最も近い英単語を選びなさい: ～に耐える,withstand,host,summon,cease,enroll,ponder,catastrophe,vigorous,1,withstand が正解です。意味は「～に耐える」。 語源メモ: with-（～に対して）＋standan（立つ）。,IT,5,true
leap_en_1628,英語,英単語 LEAP 英訳,3学期,範囲C,次の意味に最も近い英単語を選びなさい: （力，影響力など）を働かせる,exert,mount,embark,haste,discipline,contemplate,decay,solitary,1,exert が正解です。意味は「（力，影響力など）を働かせる」。 語源メモ: ex(外)+serere(つなぐ)。,環境,5,true
leap_en_1629,英語,英単語 LEAP 英訳,3学期,範囲D,次の意味に最も近い英単語を選びなさい: ～をまとめる，編集する,compile,discharge,thrust,conceal,cram,assure,erosion,vulgar,1,compile が正解です。意味は「～をまとめる，編集する」。 語源メモ: com-（一緒に）＋pilo（毛を抜く）→?pilus（毛）「毛を抜いて一緒にすること」。,IT,5,true
leap_en_1630,英語,英単語 LEAP 英訳,3学期,範囲E,次の意味に最も近い英単語を選びなさい: ①拾い読みする ②～を拾い読みする,browse,drain,penetrate,disguise,faculty,assess,flame,skeptical,1,browse が正解です。意味は「①拾い読みする ②～を拾い読みする」。 語源メモ: brousen(若葉 新芽 若葉を食べる)。,IT,5,true
leap_en_1631,英語,英単語 LEAP 英訳,3学期,範囲A,次の意味に最も近い英単語を選びなさい: ～を操作する,manipulate,soak,intrude,coincide,tuition,evaluate,galaxy,haunt,1,manipulate が正解です。意味は「～を操作する」。 語源メモ: mani(手)+pul(満たす)+ate(する)。,IT,5,true
leap_en_1632,英語,英単語 LEAP 英訳,3学期,範囲B,次の意味に最も近い英単語を選びなさい: ①（契約，計画など）を実行する ②（単純な）道具,implement,suspend,evade,prevail,diploma,verify,meteor,obsessed,1,implement が正解です。意味は「①（契約，計画など）を実行する ②（単純な）道具」。 語源メモ: in- 「中に」+ ple? 「満たす」。,経済,5,true
leap_en_1633,英語,英単語 LEAP 英訳,3学期,範囲C,次の意味に最も近い英単語を選びなさい: ①～を遂行する，実行する ②～を処刑する,execute,extract,utilize,sustain,mentor,compromise,chill,intent,1,execute が正解です。意味は「①～を遂行する，実行する ②～を処刑する」。 語源メモ: ex（外に、最後まで)+sequte（ついていく、伴う）。,経済,5,true
leap_en_1634,英語,英単語 LEAP 英訳,3学期,範囲D,次の意味に最も近い英単語を選びなさい: ①（大会など）を主催する ②（a － of）多くの ③（客を接待する）主人（＊女性も含む），主催者，開催地,host,summon,spin,linger,ethic,reconcile,meadow,indulge,1,host が正解です。意味は「①（大会など）を主催する ②（a － of）多くの ③（客を接待する）主人（＊女性も含む），主催者，開催地」。 語源メモ: hospitem 「客」。,経済,5,true
leap_en_1635,英語,英単語 LEAP 英訳,3学期,範囲E,次の意味に最も近い英単語を選びなさい: ①～を据え付ける ②（馬，自転車）に乗る ③増加する,mount,embark,plunge,revive,astronomy,alert,exploit,cling,1,mount が正解です。意味は「①～を据え付ける ②（馬，自転車）に乗る ③増加する」。 語源メモ: mons(山)。,経済,5,true
leap_en_1636,英語,英単語 LEAP 英訳,3学期,範囲A,次の意味に最も近い英単語を選びなさい: ①～を排出する ②（職務，任地などから）～を解放する,discharge,thrust,rattle,resume,archaeologist,stereotype,contaminate,flaw,1,discharge が正解です。意味は「①～を排出する ②（職務，任地などから）～を解放する」。 語源メモ: charge「台車、積む、満たす」、dis-「否定、離れて、強意」。,経済,5,true
leap_en_1637,英語,英単語 LEAP 英訳,3学期,範囲B,次の意味に最も近い英単語を選びなさい: ①～の水を抜く ②～の水分を切る ③（液体が）流出する，乾く,drain,penetrate,vanish,inspect,anthropologist,perspective,erupt,defect,1,drain が正解です。意味は「①～の水を抜く ②～の水分を切る ③（液体が）流出する，乾く」。 語源メモ: draugiz（乾燥した）→der-（堅くする）。,IT,5,true
leap_en_1638,英語,英単語 LEAP 英訳,3学期,範囲C,次の意味に最も近い英単語を選びなさい: ①～を浸す ②（up）（日光，考えなど）を吸収する,soak,intrude,cease,investigate,perceive,prospect,evaporate,trait,1,soak が正解です。意味は「①～を浸す ②（up）（日光，考えなど）を吸収する」。 語源メモ: su-（吸う）「水を吸わせること」。,IT,5,true
leap_en_1639,英語,英単語 LEAP 英訳,3学期,範囲D,次の意味に最も近い英単語を選びなさい: ①～をつるす ②～を中断する ③～を停職［停学］にする,suspend,evade,haste,detect,grasp,vow,fertile,analogy,1,suspend が正解です。意味は「①～をつるす ②～を中断する ③～を停職［停学］にする」。 語源メモ: sub-（～の下に）＋pendo（ぶら下げる）。,経済,5,true
leap_en_1640,英語,英単語 LEAP 英訳,3学期,範囲E,次の意味に最も近い英単語を選びなさい: ①～を取り出す，抽出する ②抽出したもの，抜粋,extract,utilize,conceal,discern,conceive,intuition,roar,parallel,1,extract が正解です。意味は「①～を取り出す，抽出する ②抽出したもの，抜粋」。 語源メモ: ex-（～の外へ）＋traho（引き抜く）。,IT,5,true
leap_en_1641,英語,英単語 LEAP 英訳,3学期,範囲A,次の意味に最も近い英単語を選びなさい: ①～を呼ぶ，召喚する，喚問する ②（勇気など）を奮い立たせる,summon,spin,disguise,expedition,anticipate,illusion,inhabit,crucial,1,summon が正解です。意味は「①～を呼ぶ，召喚する，喚問する ②（勇気など）を奮い立たせる」。,経済,5,true
leap_en_1642,英語,英単語 LEAP 英訳,3学期,範囲B,次の意味に最も近い英単語を選びなさい: （on ～）（～に）着手する，乗り込む,embark,plunge,coincide,enroll,foresee,criterion,nurture,primary,1,"embark が正解です。意味は「（on ～）（～に）着手する，乗り込む」。 語源メモ: en- ""中""+ barque ""小型船""。",経済,5,true
leap_en_1643,英語,英単語 LEAP 英訳,3学期,範囲C,次の意味に最も近い英単語を選びなさい: ①～を強く押しつける ②（刃物で）～を突き刺す,thrust,rattle,prevail,discipline,speculate,tolerate,owl,integral,1,thrust が正解です。意味は「①～を強く押しつける ②（刃物で）～を突き刺す」。 語源メモ: trewd-（押す）。,IT,5,true
leap_en_1644,英語,英単語 LEAP 英訳,3学期,範囲D,次の意味に最も近い英単語を選びなさい: ①～に入り込む ②～を貫通する ③貫通する，入る,penetrate,vanish,sustain,cram,infer,overlook,instinct,vital,1,penetrate が正解です。意味は「①～に入り込む ②～を貫通する ③貫通する，入る」。 語源メモ: penets（食べ物）（内側に入る←食物の貯蔵場←食べ物）。,経済,5,true
leap_en_1645,英語,英単語 LEAP 英訳,3学期,範囲E,次の意味に最も近い英単語を選びなさい: （on～）（～に）立ち入る,intrude,cease,linger,faculty,deduce,grain,prey,profound,1,intrude が正解です。意味は「（on～）（～に）立ち入る」。,IT,5,true
leap_en_1646,英語,英単語 LEAP 英訳,3学期,範囲A,次の意味に最も近い英単語を選びなさい: ～を逃れる,evade,haste,revive,tuition,ponder,drought,timber,grim,1,evade が正解です。意味は「～を逃れる」。 語源メモ: vade「進んで行く」。,IT,5,true
leap_en_1647,英語,英単語 LEAP 英訳,3学期,範囲B,次の意味に最も近い英単語を選びなさい: ～を利用する,utilize,conceal,resume,diploma,contemplate,irrigation,fabric,fierce,1,utilize が正解です。意味は「～を利用する」。 語源メモ: 役立つ（utile）ようにする（-ize）こと。,環境,5,true
leap_en_1648,英語,英単語 LEAP 英訳,3学期,範囲C,次の意味に最も近い英単語を選びなさい: ①ぐるぐる回る ②～を回す ③～を紡ぐ,spin,disguise,inspect,mentor,assure,spectacle,textile,harsh,1,spin が正解です。意味は「①ぐるぐる回る ②～を回す ③～を紡ぐ」。 語源メモ: 糸車で糸を紡ぐ（spinnna）こと。,IT,5,true
