id,subject,unit,term,range,question,choice1,choice2,choice3,choice4,choice5,choice6,choice7,choice8,answer,explanation,tags,difficulty,enabled
leap_en_0241,英語,英単語 LEAP 英訳,1学期,範囲A,次の意味に最も近い英単語を選びなさい: ①重要である ②（修飾語を伴い）物質 ③（複数形）事態，状況,matter,false,empty,increase,apply,latter,pay,pronounce,1,matter が正解です。意味は「①重要である ②（修飾語を伴い）物質 ③（複数形）事態，状況」。 語源メモ: materia（物質）→mater（源）＋-ia（こと）→mehter（母）。,経済,2,true
leap_en_0242,英語,英単語 LEAP 英訳,1学期,範囲B,次の意味に最も近い英単語を選びなさい: ①明るい ②（主に子どもや若者が）賢い,bright,terrible,smooth,reduce,suit,spend,wear,sign,1,bright が正解です。意味は「①明るい ②（主に子どもや若者が）賢い」。 語源メモ: right「導く、まっすぐな、右」。,IT,2,true
leap_en_0243,英語,英単語 LEAP 英訳,1学期,範囲C,次の意味に最も近い英単語を選びなさい: ①輝いている ②すばらしい,brilliant,awful,direct,divide,case,delay,clothes,mean,1,brilliant が正解です。意味は「①輝いている ②すばらしい」。 語源メモ: briller（輝く）＋-ant（状態）→berillus（緑柱石）。,IT,2,true
leap_en_0244,英語,英単語 LEAP 英訳,1学期,範囲D,次の意味に最も近い英単語を選びなさい: 生き生きとした,lively,thin,familiar,count,scene,borrow,marry,publish,1,lively が正解です。意味は「生き生きとした」。,IT,2,true
leap_en_0245,英語,英単語 LEAP 英訳,1学期,範囲E,次の意味に最も近い英単語を選びなさい: ①（物が）快適な ②（人が）心地よい,comfortable,tight,similar,weigh,chance,lend,greet,display,1,comfortable が正解です。意味は「①（物が）快適な ②（人が）心地よい」。 語源メモ: -able「できる、しうる」、com-「ともに、強意」。,経済,2,true
leap_en_0246,英語,英単語 LEAP 英訳,1学期,範囲A,次の意味に最も近い英単語を選びなさい: （人にとって）楽しい，心地よい,pleasant,loose,differ,quarter,opportunity,rent,order,trust,1,pleasant が正解です。意味は「（人にとって）楽しい，心地よい」。,IT,2,true
leap_en_0247,英語,英単語 LEAP 英訳,1学期,範囲B,次の意味に最も近い英単語を選びなさい: ①都合がよい ②近くて便利がよい,convenient,raw,vary,lot,experience,provide,room,depend,1,convenient が正解です。意味は「①都合がよい ②近くて便利がよい」。 語源メモ: con- (一緒に) + ven?re (来る).。,IT,2,true
leap_en_0248,英語,英単語 LEAP 英訳,1学期,範囲C,次の意味に最も近い英単語を選びなさい: ①誤った ②偽の,false,empty,specific,pile,time,shelf,story,rely,1,false が正解です。意味は「①誤った ②偽の」。 語源メモ: fallere 「減少、失敗、誤り」。,IT,2,true
leap_en_0249,英語,英単語 LEAP 英訳,1学期,範囲D,次の意味に最も近い英単語を選びなさい: ①ひどい ②苦手で,terrible,smooth,common,rate,spring,board,site,pray,1,terrible が正解です。意味は「①ひどい ②苦手で」。 語源メモ: -ible「できる、しうる」。,経済,2,true
leap_en_0250,英語,英単語 LEAP 英訳,1学期,範囲E,次の意味に最も近い英単語を選びなさい: ひどい，不快な,awful,direct,unusual,figure,minute,garbage,yard,beg,1,awful が正解です。意味は「ひどい，不快な」。 語源メモ: awe（畏れ）'+'ful（～の多い、形容詞化）。,環境,2,true
leap_en_0251,英語,英単語 LEAP 英訳,1学期,範囲A,次の意味に最も近い英単語を選びなさい: ①薄い ②（病的に）やせた ③（毛が）薄い,thin,familiar,add,lack,period,item,bottom,prefer,1,thin が正解です。意味は「①薄い ②（病的に）やせた ③（毛が）薄い」。,環境,2,true
leap_en_0252,英語,英単語 LEAP 英訳,1学期,範囲B,次の意味に最も近い英単語を選びなさい: ①引き締まった，きつい ②厳しい,tight,similar,increase,extra,generation,wheel,line,weep,1,tight が正解です。意味は「①引き締まった，きつい ②厳しい」。,IT,2,true
leap_en_0253,英語,英単語 LEAP 英訳,1学期,範囲C,次の意味に最も近い英単語を選びなさい: ①ゆるい ②解き放たれた,loose,differ,reduce,ready,anniversary,note,row,hate,1,loose が正解です。意味は「①ゆるい ②解き放たれた」。,環境,2,true
leap_en_0254,英語,英単語 LEAP 英訳,1学期,範囲D,次の意味に最も近い英単語を選びなさい: 生の，加工されていない,raw,vary,divide,prepare,recently,present,background,worry,1,raw が正解です。意味は「生の，加工されていない」。 語源メモ: hrawaz（生の）。,環境,2,true
leap_en_0255,英語,英単語 LEAP 英訳,1学期,範囲E,次の意味に最も近い英単語を選びなさい: ①空の，中身のない ②～を空にする,empty,specific,count,adjust,used,stuff,direction,anxious,1,empty が正解です。意味は「①空の，中身のない ②～を空にする」。,IT,2,true
leap_en_0256,英語,英単語 LEAP 英訳,1学期,範囲A,次の意味に最も近い英単語を選びなさい: ①滑らかな ②順調な ③（服のしわ）をのばす，（髪）をなでつける,smooth,common,weigh,apply,early,string,art,satisfy,1,smooth が正解です。意味は「①滑らかな ②順調な ③（服のしわ）をのばす，（髪）をなでつける」。,環境,2,true
leap_en_0257,英語,英単語 LEAP 英訳,1学期,範囲B,次の意味に最も近い英単語を選びなさい: ①直接的な ②～を指揮［監督，演出］する ③（注意など）を向ける ④～に道を教える,direct,unusual,quarter,suit,first,leisure,culture,annoy,1,direct が正解です。意味は「①直接的な ②～を指揮［監督，演出］する ③（注意など）を向ける ④～に道を教える」。 語源メモ: rect「導く、まっすぐな、右」。,経済,2,true
leap_en_0258,英語,英単語 LEAP 英訳,1学期,範囲C,次の意味に最も近い英単語を選びなさい: ①知られた ②（人が）（よく）知っている,familiar,add,lot,case,latest,diet,cartoon,bother,1,familiar が正解です。意味は「①知られた ②（人が）（よく）知っている」。 語源メモ: familiaris（親しい）→familia（家族）＋-aris（～の）。,環境,2,true
leap_en_0259,英語,英単語 LEAP 英訳,1学期,範囲D,次の意味に最も近い英単語を選びなさい: （to ～）（～に）似た,similar,increase,pile,scene,modern,furniture,novel,disturb,1,similar が正解です。意味は「（to ～）（～に）似た」。 語源メモ: similis（似ている）→sem-（一緒に）。,環境,2,true
leap_en_0260,英語,英単語 LEAP 英訳,1学期,範囲E,次の意味に最も近い英単語を選びなさい: 異なる,differ,reduce,rate,chance,latter,refrigerator,instrument,frighten,1,differ が正解です。意味は「異なる」。 語源メモ: dis-（ばらばらの）＋fero（持ち運ぶ）＝「ばらばらであること」。,環境,2,true
leap_en_0261,英語,英単語 LEAP 英訳,1学期,範囲A,次の意味に最も近い英単語を選びなさい: さまざまだ，変わる,vary,divide,figure,opportunity,spend,traffic,tune,upset,1,vary が正解です。意味は「さまざまだ，変わる」。 語源メモ: varius（まだら模様の）。,環境,2,true
leap_en_0262,英語,英単語 LEAP 英訳,1学期,範囲B,次の意味に最も近い英単語を選びなさい: ①特定の ②明確な，具体的な,specific,count,lack,experience,delay,jam,sentence,regret,1,specific が正解です。意味は「①特定の ②明確な，具体的な」。 語源メモ: spect「見る」ic「性質」。,IT,2,true
leap_en_0263,英語,英単語 LEAP 英訳,1学期,範囲C,次の意味に最も近い英単語を選びなさい: ①普及した，普通の ②（主に名詞の前で）共通の,common,weigh,extra,time,borrow,sell,article,favor,1,common が正解です。意味は「①普及した，普通の ②（主に名詞の前で）共通の」。 語源メモ: com「共に」mon「変わる」/kom（全体で）＋mey-（交換する）。,IT,2,true
leap_en_0264,英語,英単語 LEAP 英訳,1学期,範囲D,次の意味に最も近い英単語を選びなさい: 珍しい,unusual,quarter,ready,spring,lend,pay,passage,interest,1,unusual が正解です。意味は「珍しい」。,IT,2,true
leap_en_0265,英語,英単語 LEAP 英訳,1学期,範囲E,次の意味に最も近い英単語を選びなさい: ①～を加える ②（to ～）（～を）増やす,add,lot,prepare,minute,rent,wear,vocabulary,pity,1,add が正解です。意味は「①～を加える ②（to ～）（～を）増やす」。,環境,2,true
leap_en_0266,英語,英単語 LEAP 英訳,1学期,範囲A,次の意味に最も近い英単語を選びなさい: ①増える ②～を増やす ③（in ～）（～の）増加,increase,pile,adjust,period,provide,clothes,rumor,due,1,increase が正解です。意味は「①増える ②～を増やす ③（in ～）（～の）増加」。 語源メモ: in「その方向へ」crease「増える、成長する」。,経済,2,true
leap_en_0267,英語,英単語 LEAP 英訳,1学期,範囲B,次の意味に最も近い英単語を選びなさい: ①～を減らす ②（A to B） A をB にする,reduce,rate,apply,generation,shelf,marry,spell,reason,1,reduce が正解です。意味は「①～を減らす ②（A to B） A をB にする」。 語源メモ: ?re-（～の後ろへ）＋duco（導く）。,経済,2,true
leap_en_0268,英語,英単語 LEAP 英訳,1学期,範囲C,次の意味に最も近い英単語を選びなさい: ①～を分割する ②（by ～）（～によって）（数字）を割る,divide,figure,suit,anniversary,board,greet,pronounce,result,1,divide が正解です。意味は「①～を分割する ②（by ～）（～によって）（数字）を割る」。 語源メモ: dis-（二つに）＋vido（分ける）。,経済,2,true
leap_en_0269,英語,英単語 LEAP 英訳,1学期,範囲D,次の意味に最も近い英単語を選びなさい: ①～を数える ②数える ③重要である ④（on ～）（～を）（全面的に）当てにする,count,lack,case,recently,garbage,order,sign,effect,1,count が正解です。意味は「①～を数える ②数える ③重要である ④（on ～）（～を）（全面的に）当てにする」。 語源メモ: count「数え合わせる」。,IT,2,true
leap_en_0270,英語,英単語 LEAP 英訳,1学期,範囲E,次の意味に最も近い英単語を選びなさい: ①～の重さがある ②～の重さを量る ③～を（比較）検討する,weigh,extra,scene,used,item,room,mean,influence,1,weigh が正解です。意味は「①～の重さがある ②～の重さを量る ③～を（比較）検討する」。,IT,2,true
leap_en_0271,英語,英単語 LEAP 英訳,1学期,範囲A,次の意味に最も近い英単語を選びなさい: ①4 分の1 ，15分，25セント ②（都市のある特定な）地域,quarter,ready,chance,early,wheel,story,publish,cause,1,quarter が正解です。意味は「①4 分の1 ，15分，25セント ②（都市のある特定な）地域」。,IT,2,true
leap_en_0272,英語,英単語 LEAP 英訳,1学期,範囲B,次の意味に最も近い英単語を選びなさい: ①（a － of ～）多くの～ ②（副詞的に）（a －）とても ③（one's）（～の）状況，運命 ④（何らかの目的を持つ）土地,lot,prepare,opportunity,first,note,site,display,affect,1,lot が正解です。意味は「①（a － of ～）多くの～ ②（副詞的に）（a －）とても ③（one's）（～の）状況，運命 ④（何らかの目的を持つ）土地」。,経済,2,true
leap_en_0273,英語,英単語 LEAP 英訳,1学期,範囲C,次の意味に最も近い英単語を選びなさい: ①積み重ね，山 ②多量 ③～を積み重ねる,pile,adjust,experience,latest,present,yard,trust,way,1,pile が正解です。意味は「①積み重ね，山 ②多量 ③～を積み重ねる」。 語源メモ: pila（石の壁）。,環境,2,true
leap_en_0274,英語,英単語 LEAP 英訳,1学期,範囲D,次の意味に最も近い英単語を選びなさい: ①割合，速さ ②（ホテルなどの一定の）料金 ③～を評価する,rate,apply,time,modern,stuff,bottom,depend,manner,1,rate が正解です。意味は「①割合，速さ ②（ホテルなどの一定の）料金 ③～を評価する」。,経済,2,true
leap_en_0275,英語,英単語 LEAP 英訳,1学期,範囲E,次の意味に最も近い英単語を選びなさい: ①数字 ②人物 ③スタイル，体つき ④図 ⑤目立つ,figure,suit,spring,latter,string,line,rely,purpose,1,figure が正解です。意味は「①数字 ②人物 ③スタイル，体つき ④図 ⑤目立つ」。 語源メモ: fingo（形づくる）＋-tura（こと）＝（練る） 「形づくられたもの」。,環境,2,true
leap_en_0276,英語,英単語 LEAP 英訳,1学期,範囲A,次の意味に最も近い英単語を選びなさい: ①（（a）－ of ～）（～の）不足 ②～を欠いている,lack,case,minute,spend,leisure,row,pray,sake,1,lack が正解です。意味は「①（（a）－ of ～）（～の）不足 ②～を欠いている」。,環境,2,true
leap_en_0277,英語,英単語 LEAP 英訳,1学期,範囲B,次の意味に最も近い英単語を選びなさい: ①余分な，追加の，臨時の ②余分な［追加された］もの,extra,scene,period,delay,diet,background,beg,right,1,extra が正解です。意味は「①余分な，追加の，臨時の ②余分な［追加された］もの」。 語源メモ: extra（超える）。,経済,2,true
leap_en_0278,英語,英単語 LEAP 英訳,1学期,範囲C,次の意味に最も近い英単語を選びなさい: ①用意ができている ②（be ～ to do）進んで～する,ready,chance,generation,borrow,furniture,direction,prefer,complete,1,ready が正解です。意味は「①用意ができている ②（be ～ to do）進んで～する」。 語源メモ: read「読む」。,経済,2,true
leap_en_0279,英語,英単語 LEAP 英訳,1学期,範囲D,次の意味に最も近い英単語を選びなさい: ①～の準備をする，用意をする ②準備をする，用意をする ③（be －d to do）（～する）準備ができている,prepare,opportunity,anniversary,lend,refrigerator,art,weep,hardly,1,prepare が正解です。意味は「①～の準備をする，用意をする ②準備をする，用意をする ③（be －d to do）（～する）準備ができている」。 語源メモ: prae-（前に）＋paro（準備する）。,IT,2,true
leap_en_0280,英語,英単語 LEAP 英訳,1学期,範囲E,次の意味に最も近い英単語を選びなさい: ①（to ～）（～に）慣れる ②～を調整する,adjust,experience,recently,rent,traffic,culture,hate,nearly,1,adjust が正解です。意味は「①（to ～）（～に）慣れる ②～を調整する」。 語源メモ: ad「その方向へ」just「ちょうど」＝「ちょうどよくする」。,環境,2,true
leap_en_0281,英語,英単語 LEAP 英訳,1学期,範囲A,次の意味に最も近い英単語を選びなさい: ①（to ～）（～に）当てはまる ②（for ～）（～に）申し込む ③～を当てはめる，応用する ④（薬，口紅など）を塗る,apply,time,used,provide,jam,cartoon,worry,partly,1,apply が正解です。意味は「①（to ～）（～に）当てはまる ②（for ～）（～に）申し込む ③～を当てはめる，応用する ④（薬，口紅など）を塗る」。 語源メモ: ap「その方向へ」ply「折る」が語源で、「折り合わせる」。,IT,2,true
leap_en_0282,英語,英単語 LEAP 英訳,1学期,範囲B,次の意味に最も近い英単語を選びなさい: ①（人）に適している，好都合だ ②（服装，色が人）に似合う ③訴訟（＝lawsuit） ④ スーツ,suit,spring,early,shelf,sell,novel,anxious,actually,1,suit が正解です。意味は「①（人）に適している，好都合だ ②（服装，色が人）に似合う ③訴訟（＝lawsuit） ④ スーツ」。,環境,2,true
leap_en_0283,英語,英単語 LEAP 英訳,1学期,範囲C,次の意味に最も近い英単語を選びなさい: ①場合 ②（the －）事実 ③（犯罪）事件 ④症例 ⑤（make a －）主張（する）,case,minute,first,board,pay,instrument,satisfy,indeed,1,case が正解です。意味は「①場合 ②（the －）事実 ③（犯罪）事件 ④症例 ⑤（make a －）主張（する）」。,IT,2,true
leap_en_0284,英語,英単語 LEAP 英訳,1学期,範囲D,次の意味に最も近い英単語を選びなさい: ①（劇，小説などの）場面 ②（事故）現場 ③（the ～ scene）～（業）界,scene,period,latest,garbage,wear,tune,annoy,even,1,scene が正解です。意味は「①（劇，小説などの）場面 ②（事故）現場 ③（the ～ scene）～（業）界」。,IT,2,true
leap_en_0285,英語,英単語 LEAP 英訳,1学期,範囲E,次の意味に最も近い英単語を選びなさい: ①（to do）（～する）機会 ②（of ～ / that S V）（～の/ ～する）可能性,chance,generation,modern,item,clothes,sentence,bother,exactly,1,chance が正解です。意味は「①（to do）（～する）機会 ②（of ～ / that S V）（～の/ ～する）可能性」。 語源メモ: chance「サイコロを振る、運」、-ance「もの、こと」。,IT,2,true
leap_en_0286,英語,英単語 LEAP 英訳,1学期,範囲A,次の意味に最も近い英単語を選びなさい: （よい）機会，好機,opportunity,anniversary,latter,wheel,marry,article,disturb,gradually,1,opportunity が正解です。意味は「（よい）機会，好機」。 語源メモ: ob「その方向へ」port「港」ity「こと」＝「港へ風が都合よく運ぶこと」。,環境,2,true
leap_en_0287,英語,英単語 LEAP 英訳,1学期,範囲B,次の意味に最も近い英単語を選びなさい: ①経験 ②（個々の）体験 ③～を経験する,experience,recently,spend,note,greet,passage,frighten,therefore,1,experience が正解です。意味は「①経験 ②（個々の）体験 ③～を経験する」。 語源メモ: -ence「もの、こと」。,経済,2,true
leap_en_0288,英語,英単語 LEAP 英訳,1学期,範囲C,次の意味に最も近い英単語を選びなさい: ①（漠然とした）時間 ②（ある長さの）時間 ③回数 ④倍 ⑤（複数形）情勢，時代 ⑥（接続詞的に（the） next －）次に～するとき,time,used,delay,present,order,vocabulary,upset,instead,1,time が正解です。意味は「①（漠然とした）時間 ②（ある長さの）時間 ③回数 ④倍 ⑤（複数形）情勢，時代 ⑥（接続詞的に（the） next －）次に～するとき」。 語源メモ: time「時、刻む」。,経済,2,true
leap_en_0289,英語,英単語 LEAP 英訳,1学期,範囲D,次の意味に最も近い英単語を選びなさい: ①春 ②泉，温泉 ③飛び出る，突然出現する,spring,early,borrow,stuff,room,rumor,regret,until,1,spring が正解です。意味は「①春 ②泉，温泉 ③飛び出る，突然出現する」。,経済,2,true
leap_en_0290,英語,英単語 LEAP 英訳,1学期,範囲E,次の意味に最も近い英単語を選びなさい: ①（時間の）分 ②（a －）ちょっとの間 ③（複数形）議事録 ④とても小さい，細かい ⑤（the －）～するとすぐに,minute,first,lend,string,story,spell,favor,besides,1,minute が正解です。意味は「①（時間の）分 ②（a －）ちょっとの間 ③（複数形）議事録 ④とても小さい，細かい ⑤（the －）～するとすぐに」。 語源メモ: minu「小さな、細かな」。,IT,2,true
leap_en_0291,英語,英単語 LEAP 英訳,1学期,範囲A,次の意味に最も近い英単語を選びなさい: ①時代 ②期間 ③（学校の）時限,period,latest,rent,leisure,site,pronounce,interest,except,1,period が正解です。意味は「①時代 ②期間 ③（学校の）時限」。 語源メモ: peri-「周辺の」、per-「貫き通す、徹底的に」、peri「試す」。,IT,2,true
leap_en_0292,英語,英単語 LEAP 英訳,1学期,範囲B,次の意味に最も近い英単語を選びなさい: ①世代 ②生み出すこと ③発電,generation,modern,provide,diet,yard,sign,pity,debate,1,generation が正解です。意味は「①世代 ②生み出すこと ③発電」。 語源メモ: -ation「すること、するもの」、-tion「こと、もの」、gene「生む、種類」。,環境,2,true
leap_en_0293,英語,英単語 LEAP 英訳,1学期,範囲C,次の意味に最も近い英単語を選びなさい: 記念日,anniversary,latter,shelf,furniture,bottom,mean,due,criticize,1,anniversary が正解です。意味は「記念日」。 語源メモ: annus（年）＋verto（回転する）＋-arius（～の）。,経済,2,true
leap_en_0294,英語,英単語 LEAP 英訳,1学期,範囲D,次の意味に最も近い英単語を選びなさい: 最近，近ごろ,recently,spend,board,refrigerator,line,publish,reason,accuse,1,recently が正解です。意味は「最近，近ごろ」。,環境,2,true
leap_en_0295,英語,英単語 LEAP 英訳,1学期,範囲E,次の意味に最も近い英単語を選びなさい: ①（to ～）以前は～だった，よく～したものだ ②（be － to doing）（～することに）慣れている ③中古の,used,delay,garbage,traffic,row,display,result,insist,1,used が正解です。意味は「①（to ～）以前は～だった，よく～したものだ ②（be － to doing）（～することに）慣れている ③中古の」。,IT,2,true
leap_en_0296,英語,英単語 LEAP 英訳,1学期,範囲A,次の意味に最も近い英単語を選びなさい: ①（時間，時期が）早く，初期に ②（予定より）早く ③早い，初期の,early,borrow,item,jam,background,trust,effect,object,1,early が正解です。意味は「①（時間，時期が）早く，初期に ②（予定より）早く ③早い，初期の」。,IT,2,true
leap_en_0297,英語,英単語 LEAP 英訳,1学期,範囲B,次の意味に最も近い英単語を選びなさい: ①第1 の ②（for the － time）初めて ③ 初めて ④（文頭で）まず第1 に（＝firstly） ⑤（at －）最初のうちは,first,lend,wheel,sell,direction,depend,influence,protest,1,first が正解です。意味は「①第1 の ②（for the － time）初めて ③ 初めて ④（文頭で）まず第1 に（＝firstly） ⑤（at －）最初のうちは」。,環境,2,true
leap_en_0298,英語,英単語 LEAP 英訳,1学期,範囲C,次の意味に最も近い英単語を選びなさい: （the －）最新の,latest,rent,note,pay,art,rely,cause,controversial,1,latest が正解です。意味は「（the －）最新の」。 語源メモ: test「つぼ、試す」。,経済,2,true
leap_en_0299,英語,英単語 LEAP 英訳,1学期,範囲D,次の意味に最も近い英単語を選びなさい: ①現代の ②近代的な,modern,provide,present,wear,culture,pray,affect,bound,1,modern が正解です。意味は「①現代の ②近代的な」。,環境,2,true
leap_en_0300,英語,英単語 LEAP 英訳,1学期,範囲E,次の意味に最も近い英単語を選びなさい: ①後半の ②（the －）後者,latter,shelf,stuff,clothes,cartoon,beg,way,bet,1,latter が正解です。意味は「①後半の ②（the －）後者」。 語源メモ: laet（遅い）＋-ra（比較級）。,IT,2,true
leap_en_0301,英語,英単語 LEAP 英訳,1学期,範囲A,次の意味に最も近い英単語を選びなさい: ①（時間）を費やす ②（お金）を使う,spend,board,string,marry,novel,prefer,manner,congratulate,1,spend が正解です。意味は「①（時間）を費やす ②（お金）を使う」。 語源メモ: pend「ぶら下げる」。,IT,2,true
leap_en_0302,英語,英単語 LEAP 英訳,1学期,範囲B,次の意味に最も近い英単語を選びなさい: ①～を遅らせる ②遅延，延期,delay,garbage,leisure,greet,instrument,weep,purpose,praise,1,delay が正解です。意味は「①～を遅らせる ②遅延，延期」。,経済,2,true
leap_en_0303,英語,英単語 LEAP 英訳,1学期,範囲C,次の意味に最も近い英単語を選びなさい: ～を借りる,borrow,item,diet,order,tune,hate,sake,honor,1,borrow が正解です。意味は「～を借りる」。,IT,2,true
leap_en_0304,英語,英単語 LEAP 英訳,1学期,範囲D,次の意味に最も近い英単語を選びなさい: ①（無償で）～を貸す ②（銀行が利子をつけて）を貸す,lend,wheel,furniture,room,sentence,worry,right,chat,1,lend が正解です。意味は「①（無償で）～を貸す ②（銀行が利子をつけて）を貸す」。 語源メモ: leykw-（預ける）。,経済,2,true
leap_en_0305,英語,英単語 LEAP 英訳,1学期,範囲E,次の意味に最も近い英単語を選びなさい: ①～を借りる ②（A to B）（A）を（B に）賃貸しする ③家賃，賃貸料，使用料,rent,note,refrigerator,story,article,anxious,complete,refer,1,rent が正解です。意味は「①～を借りる ②（A to B）（A）を（B に）賃貸しする ③家賃，賃貸料，使用料」。 語源メモ: 賃借に対して返礼として（re-）与える（do）お金、そのお金を得るための賃借。,環境,2,true
leap_en_0306,英語,英単語 LEAP 英訳,1学期,範囲A,次の意味に最も近い英単語を選びなさい: ～を供給する，与える,provide,present,traffic,site,passage,satisfy,hardly,mention,1,provide が正解です。意味は「～を供給する，与える」。 語源メモ: pro-「前に、前もって、代わりの」、prov「試す」、vide「見る」。,経済,2,true
leap_en_0307,英語,英単語 LEAP 英訳,1学期,範囲B,次の意味に最も近い英単語を選びなさい: 棚（の一段）,shelf,stuff,jam,yard,vocabulary,annoy,nearly,convey,1,shelf が正解です。意味は「棚（の一段）」。,経済,2,true
leap_en_0308,英語,英単語 LEAP 英訳,1学期,範囲C,次の意味に最も近い英単語を選びなさい: ①（細長い）板 ②（幹部などによる）委員会 ③～に乗る,board,string,sell,bottom,rumor,bother,partly,emphasize,1,board が正解です。意味は「①（細長い）板 ②（幹部などによる）委員会 ③～に乗る」。,IT,2,true
leap_en_0309,英語,英単語 LEAP 英訳,1学期,範囲D,次の意味に最も近い英単語を選びなさい: ごみ,garbage,leisure,pay,line,spell,disturb,actually,exaggerate,1,garbage が正解です。意味は「ごみ」。,経済,2,true
leap_en_0310,英語,英単語 LEAP 英訳,1学期,範囲E,次の意味に最も近い英単語を選びなさい: ①品物 ②項目 ③（短い）記事,item,diet,wear,row,pronounce,frighten,indeed,reply,1,item が正解です。意味は「①品物 ②項目 ③（短い）記事」。 語源メモ: ?item（同様に）。,経済,2,true
leap_en_0311,英語,英単語 LEAP 英訳,1学期,範囲A,次の意味に最も近い英単語を選びなさい: ①車輪 ②（the －）ハンドル ③（車輪のついたもの）を動かす,wheel,furniture,clothes,background,sign,upset,even,respond,1,wheel が正解です。意味は「①車輪 ②（the －）ハンドル ③（車輪のついたもの）を動かす」。,経済,2,true
leap_en_0312,英語,英単語 LEAP 英訳,1学期,範囲B,次の意味に最も近い英単語を選びなさい: ①メモ ②〈英〉紙幣 ③（that S V）（～ということ）を指摘する ④ ～に注意を払う,note,refrigerator,marry,direction,mean,regret,exactly,whisper,1,note が正解です。意味は「①メモ ②〈英〉紙幣 ③（that S V）（～ということ）を指摘する ④ ～に注意を払う」。,環境,2,true
leap_en_0313,英語,英単語 LEAP 英訳,1学期,範囲C,次の意味に最も近い英単語を選びなさい: ①プレゼント ②現在 ③現在の ④ 出席して，存在して ⑤～を贈る，提示する,present,traffic,greet,art,publish,favor,gradually,remark,1,present が正解です。意味は「①プレゼント ②現在 ③現在の ④ 出席して，存在して ⑤～を贈る，提示する」。 語源メモ: pre-「前に、前もって、代わりの」、sent「存在する」。,IT,2,true
leap_en_0314,英語,英単語 LEAP 英訳,1学期,範囲D,次の意味に最も近い英単語を選びなさい: ①（漠然とした）もの ②～を詰める,stuff,jam,order,culture,display,interest,therefore,observe,1,"stuff が正解です。意味は「①（漠然とした）もの ②～を詰める」。 語源メモ: estoffer ""備える 備蓄する""。",環境,2,true
leap_en_0315,英語,英単語 LEAP 英訳,1学期,範囲E,次の意味に最も近い英単語を選びなさい: ①ひも ②（a － of ～）一連の～ ③（ギターなどの）弦,string,sell,room,cartoon,trust,pity,instead,theory,1,string が正解です。意味は「①ひも ②（a － of ～）一連の～ ③（ギターなどの）弦」。,環境,2,true
leap_en_0316,英語,英単語 LEAP 英訳,1学期,範囲A,次の意味に最も近い英単語を選びなさい: ①余暇 ②（形容詞的に）余暇の,leisure,pay,story,novel,depend,due,until,analysis,1,leisure が正解です。意味は「①余暇 ②（形容詞的に）余暇の」。 語源メモ: sure「確実な」。,経済,2,true
leap_en_0317,英語,英単語 LEAP 英訳,1学期,範囲B,次の意味に最も近い英単語を選びなさい: ①食事 ②規定食 ③（D－） （日本の）国会,diet,wear,site,instrument,rely,reason,besides,experiment,1,diet が正解です。意味は「①食事 ②規定食 ③（D－） （日本の）国会」。,経済,2,true
leap_en_0318,英語,英単語 LEAP 英訳,1学期,範囲C,次の意味に最も近い英単語を選びなさい: 家具〈不可算〉,furniture,clothes,yard,tune,pray,result,except,device,1,furniture が正解です。意味は「家具〈不可算〉」。 語源メモ: -ture「こと、もの」。,環境,2,true
leap_en_0319,英語,英単語 LEAP 英訳,1学期,範囲D,次の意味に最も近い英単語を選びなさい: 冷蔵庫,refrigerator,marry,bottom,sentence,beg,effect,debate,phenomenon,1,refrigerator が正解です。意味は「冷蔵庫」。,経済,2,true
leap_en_0320,英語,英単語 LEAP 英訳,1学期,範囲E,次の意味に最も近い英単語を選びなさい: 交通（量）〈不可算〉,traffic,greet,line,article,prefer,influence,criticize,substance,1,traffic が正解です。意味は「交通（量）〈不可算〉」。 語源メモ: trans「横切って」＋fric「こすれる」。,環境,2,true
leap_en_0321,英語,英単語 LEAP 英訳,1学期,範囲A,次の意味に最も近い英単語を選びなさい: ①渋滞 ②ジャム,jam,order,row,passage,weep,cause,accuse,chemical,1,jam が正解です。意味は「①渋滞 ②ジャム」。,環境,2,true
leap_en_0322,英語,英単語 LEAP 英訳,1学期,範囲B,次の意味に最も近い英単語を選びなさい: ①～を売る ②売れる,sell,room,background,vocabulary,hate,affect,insist,fuel,1,sell が正解です。意味は「①～を売る ②売れる」。,環境,2,true
leap_en_0323,英語,英単語 LEAP 英訳,1学期,範囲C,次の意味に最も近い英単語を選びなさい: ①（A for B） （B の代金としてA）を支払う ②（for A） （A の代金を）支払う ③（仕事などが）割に合う ④給料,pay,story,direction,rumor,worry,way,object,nuclear,1,pay が正解です。意味は「①（A for B） （B の代金としてA）を支払う ②（for A） （A の代金を）支払う ③（仕事などが）割に合う ④給料」。,環境,2,true
leap_en_0324,英語,英単語 LEAP 英訳,1学期,範囲D,次の意味に最も近い英単語を選びなさい: ①～を身につけている ②～をすり減らす ③すり減る,wear,site,art,spell,anxious,manner,protest,statistics,1,wear が正解です。意味は「①～を身につけている ②～をすり減らす ③すり減る」。,経済,2,true
leap_en_0325,英語,英単語 LEAP 英訳,1学期,範囲E,次の意味に最も近い英単語を選びなさい: 服〈複数扱い〉,clothes,yard,culture,pronounce,satisfy,purpose,controversial,pursue,1,clothes が正解です。意味は「服〈複数扱い〉」。,IT,2,true
