id,subject,unit,term,range,question,choice1,choice2,choice3,choice4,choice5,choice6,choice7,choice8,answer,explanation,tags,difficulty,enabled
leap_ja_0516,英語,英単語 LEAP 和訳,1学期,範囲A,次の英単語の意味として最も適切なものを選びなさい: wage,①賃金 ②（闘争，運動など）を行う,①～を（一時的に）雇う ②（金を払って短期間）～を借りる,①（専門的な）職業 ②（the －）同業者集団,①表面 ②表面化する,①（法律など）に違反する ②（権利など）を侵害する,①～経由で ②～によって,①～を奮起させる，かき立てる ②（作品）に創作のヒントを与える,①（against［on］～）（～に）寄りかかる ②（forward）身を乗り出す ③（健康的に）痩せている,1,wage は「①賃金 ②（闘争，運動など）を行う」という意味で使われます。,環境,3,true
leap_ja_0517,英語,英単語 LEAP 和訳,1学期,範囲B,次の英単語の意味として最も適切なものを選びなさい: recession,不況，不景気,①（人）を雇う ②（物，事）を用いる,①失業 ②失業率（＝－rate），失業者数 （① ② ともに〈不可算〉）,側面,①合法の ②法律の，法的な,①（to ～）（～に）至る ②（a ～ life）（～な生活）を送る ③（A to do）A に～させる ④鉛，（シャーペンなどの）芯,～のやる気をなくさせる，落胆させる,①～をひっかく，かく ②ひっかき傷,1,recession は「不況，不景気」という意味で使われます。 語源メモ: re (後ろに）+ cess (行く）。,経済,3,true
leap_ja_0518,英語,英単語 LEAP 和訳,1学期,範囲C,次の英単語の意味として最も適切なものを選びなさい: consume,～を消費する,①（as ～）（～を）辞職する ②（地位など）を辞める,①書類，資料 ②～を記録する,①端 ②（ナイフなどの）刃 ③優位,①敵 ②（形容詞的に）敵の,①上がる，昇る ②上昇,①～を促進する ②（be［get］－d to ～）（～に）出世［昇進］する,①おじぎする ②おじぎ,1,consume は「～を消費する」という意味で使われます。 語源メモ: con(＝完全に)＋sume(＝取る)。,環境,3,true
leap_ja_0519,英語,英単語 LEAP 和訳,1学期,範囲D,次の英単語の意味として最も適切なものを選びなさい: waste,①～を浪費する ②浪費，無駄 ③廃棄物〈不可算〉,①（for ～）（～の）資格がある ②（as ～）（～としての）資格を得る ③～に資格を与える,①（組織の）部門，課 ②（大学の）学科 ③（米国などの）省,①（of ～）（～で）構成されている ②（in ～）（～に）ある,①競争する ②（in ～）（競技などに）参加する,～を下げる,①拡大する，膨張する ②～を拡大する，膨張させる,①うなずく ②（off）うたた寝する ③うなずき，会釈,1,"waste は「①～を浪費する ②浪費，無駄 ③廃棄物〈不可算〉」という意味で使われます。 語源メモ: wasto（離れる 見捨てる, give out)。",環境,3,true
leap_ja_0520,英語,英単語 LEAP 和訳,1学期,範囲E,次の英単語の意味として最も適切なものを選びなさい: invest,①（A in B）（A）を（B に）投資する ②（A with B）（A）に（B を）与える,①～を割り当てる ②～を配属する,①支店，支局 ②（学問の）部門 ③枝,①～を構成する，組み立てる ②～を作曲［作文］する ③～を落ち着かせる,①（相手）を打ち負かす ②敗北,①流れる ②流れ,①～を延長する，広げる ②伸びる，広がる,①ため息をつく ②ため息,1,invest は「①（A in B）（A）を（B に）投資する ②（A with B）（A）に（B を）与える」という意味で使われます。 語源メモ: in-（中に）＋vestio（着せる）→vestis（法服）＝「権力を示す衣服を着せること」。,経済,3,true
leap_ja_0521,英語,英単語 LEAP 和訳,1学期,範囲A,次の英単語の意味として最も適切なものを選びなさい: import,①～を輸入する ②輸入，輸入品,①職業〈可算〉 ②占有，占領〈不可算〉,①小売り〈不可算〉 ②小売りされている,①～をくっつける，添付する ②～に愛着を持たせる,犠牲者,①破裂する，爆発する ②（慣用句で）突然～し始める,①～を広げる ②広がる,①あくびをする ②あくび,1,import は「①～を輸入する ②輸入，輸入品」という意味で使われます。 語源メモ: im「中へ」port「運ぶ」。,IT,3,true
leap_ja_0522,英語,英単語 LEAP 和訳,1学期,範囲B,次の英単語の意味として最も適切なものを選びなさい: financial,財政的な，金銭的な,①職業 ②経歴,①組織，制度 ②体系 （①②ともに〈可算〉）,①～をつなげる ②～を関連づける ③つながる,（to ～）（～に対する）障害〈可算〉,①割れる，砕ける ②（パンと）音を出す ③～を割る，砕く ④割れ目,①～を広げる ②広がる ③広がり,①～を埋める ②～を埋葬する,1,financial は「財政的な，金銭的な」という意味で使われます。 語源メモ: finer 「終わる、支払う」。,環境,3,true
leap_ja_0523,英語,英単語 LEAP 和訳,1学期,範囲C,次の英単語の意味として最も適切なものを選びなさい: hire,①～を（一時的に）雇う ②（金を払って短期間）～を借りる,①（専門的な）職業 ②（the －）同業者集団,構造,①（A to B）（A）を（B に）関連づける ②～を（順序立てて）話す ③（to ～）（～の）気持ちがわかる,①害〈不可算〉 ②～に害を与える,①（固体が）溶ける ②～を溶かす,①（荷物など）を縛る ②（ひも，ネクタイなど）を結ぶ ③ネクタイ （＝necktie） ④（家族などの）きずな,①～を遂行する ②～を演じる，演奏する ③（副詞を伴い）やる,1,hire は「①～を（一時的に）雇う ②（金を払って短期間）～を借りる」という意味で使われます。,IT,3,true
leap_ja_0524,英語,英単語 LEAP 和訳,1学期,範囲D,次の英単語の意味として最も適切なものを選びなさい: employ,①（人）を雇う ②（物，事）を用いる,①失業 ②失業率（＝－rate），失業者数 （① ② ともに〈不可算〉）,建築（様式）〈不可算〉,①（A with B）（A）を（B と）関連づける，（A）から（B を）連想する ②（with ～） （～と）付き合う ③同僚，共同経営者,①（プライバシーなど）を侵害する ②（国など）に侵入する，～を侵略する,①進歩，前進 〈不可算〉 ②進歩する，進む,～を結びつける，縛る,①～を採用する ②～を養子にする,1,employ は「①（人）を雇う ②（物，事）を用いる」という意味で使われます。 語源メモ: em「中へ」ploy「折る」。,経済,3,true
leap_ja_0525,英語,英単語 LEAP 和訳,1学期,範囲E,次の英単語の意味として最も適切なものを選びなさい: resign,①（as ～）（～を）辞職する ②（地位など）を辞める,①書類，資料 ②～を記録する,建設〈不可算〉,①～を貼り付ける ②（舌や脚）を出す ③（to）（規則などを）守る，固執する,～を危険にさらす,①進歩，前進 〈可算〉 ②（軍隊などが）前進する，進歩する ③事前の,①～を固定する ②（ボタンなど）をかける，留める,①（from ～）（～から）逃れる ②～を避ける ③逃亡,1,resign は「①（as ～）（～を）辞職する ②（地位など）を辞める」という意味で使われます。 語源メモ: re（?に反して）sign（署名する）。,環境,3,true
leap_ja_0526,英語,英単語 LEAP 和訳,1学期,範囲A,次の英単語の意味として最も適切なものを選びなさい: qualify,①（for ～）（～の）資格がある ②（as ～）（～としての）資格を得る ③～に資格を与える,①（組織の）部門，課 ②（大学の）学科 ③（米国などの）省,①機能 ②機能する,①～を引き離す ②別々の,①～を中断する ②～を遮る ③人の話を遮る,①（with～）（～を）扱う ②取り引き,①～を固定する ②～を修理する ③（主に 〈米〉）（食事，飲み物）を作る,①～をまき散らす ②（群衆などが）散る,1,qualify は「①（for ～）（～の）資格がある ②（as ～）（～としての）資格を得る ③～に資格を与える」という意味で使われます。 語源メモ: quali「質」fy「する」。,IT,3,true
leap_ja_0527,英語,英単語 LEAP 和訳,1学期,範囲B,次の英単語の意味として最も適切なものを選びなさい: assign,①～を割り当てる ②～を配属する,①支店，支局 ②（学問の）部門 ③枝,①表面 ②表面化する,泥棒,①～を台無しにする ②（子ども）を甘やかす,①～を扱う ②（手で）～を扱う，触れる ③取っ手,①（機械など）を設置する ②～をインストールする,①～を折る ②（up）～を折りたたむ ③（腕）を組む ④折りたためる,1,assign は「①～を割り当てる ②～を配属する」という意味で使われます。 語源メモ: as「その方向へ」sign「しるし」＝「印を付ける」。,環境,3,true
leap_ja_0528,英語,英単語 LEAP 和訳,1学期,範囲C,次の英単語の意味として最も適切なものを選びなさい: occupation,①職業〈可算〉 ②占有，占領〈不可算〉,①小売り〈不可算〉 ②小売りされている,側面,犯罪,観客,（with～）（～に）（うまく）対処する,①～を我慢する ②～に抵抗する,①～を掛ける ② ～を絞首刑にする ③ぶら下がる,1,occupation は「①職業〈可算〉 ②占有，占領〈不可算〉」という意味で使われます。 語源メモ: -ation「すること、するもの」、-tion「こと、もの」。,環境,3,true
leap_ja_0529,英語,英単語 LEAP 和訳,1学期,範囲D,次の英単語の意味として最も適切なものを選びなさい: career,①職業 ②経歴,①組織，制度 ②体系 （①②ともに〈可算〉）,①端 ②（ナイフなどの）刃 ③優位,動機,①（家族も含めて）親戚 ②相対的な,①（副詞を伴って）～を扱う ②（病人，病気）を治療する ③（A to B） （A） に（Bを）おごる ④楽しみ,～に従う,①～を解放する ②（映画など）を発表する，出す ③（ガスなど）を放出する ④解放，発売,1,career は「①職業 ②経歴」という意味で使われます。,経済,3,true
leap_ja_0530,英語,英単語 LEAP 和訳,1学期,範囲E,次の英単語の意味として最も適切なものを選びなさい: profession,①（専門的な）職業 ②（the －）同業者集団,構造,①（of ～）（～で）構成されている ②（in ～）（～に）ある,（（人）for ～）（人）を（～の理由で）罰する,①～に入る ②～を入力する ③（into ～）（ある段階などに）入る,（to ～）（～の）手がかり,①従事する ②（関心，注意など）を引く,①～を打つ ②（災害が）～を襲う ③（考えが人）に思い浮かぶ ④（A as B）（A）に（B という）印象を与える ⑤ストライキ,1,profession は「①（専門的な）職業 ②（the －）同業者集団」という意味で使われます。 語源メモ: pro「前に/公に」fess「言う」ion「こと、もの」。,IT,3,true
leap_ja_0531,英語,英単語 LEAP 和訳,1学期,範囲A,次の英単語の意味として最も適切なものを選びなさい: unemployment,①失業 ②失業率（＝－rate），失業者数 （① ② ともに〈不可算〉）,建築（様式）〈不可算〉,①～を構成する，組み立てる ②～を作曲［作文］する ③～を落ち着かせる,①（法律など）に違反する ②（権利など）を侵害する,①（人が主語）～と一緒に行く ②（物が主語）～に伴う,～を制限する,（into～）①（～に）ぶつかる ②（～に）偶然出会う,①～を打つ ②～に勝つ,1,unemployment は「①失業 ②失業率（＝－rate），失業者数 （① ② ともに〈不可算〉）」という意味で使われます。 語源メモ: -ment「こと」、ment「考える、心、思い」。,経済,3,true
leap_ja_0532,英語,英単語 LEAP 和訳,1学期,範囲B,次の英単語の意味として最も適切なものを選びなさい: document,①書類，資料 ②～を記録する,建設〈不可算〉,①～をくっつける，添付する ②～に愛着を持たせる,①合法の ②法律の，法的な,①出発 ②逸脱,①（数量，範囲）を制限する ②制限,①激突する ②（飛行機が）墜落する ③激突，墜落,～を守る，保護する,1,document は「①書類，資料 ②～を記録する」という意味で使われます。 語源メモ: doceo（教える）＋-mentum（こと）。,経済,3,true
leap_ja_0533,英語,英単語 LEAP 和訳,1学期,範囲C,次の英単語の意味として最も適切なものを選びなさい: department,①（組織の）部門，課 ②（大学の）学科 ③（米国などの）省,①機能 ②機能する,①～をつなげる ②～を関連づける ③つながる,①敵 ②（形容詞的に）敵の,①目的地 ②（tourist －）旅行先，観光地,～を禁じる,①身をかがめる ②～を曲げる ③（道の）カーブ,①～を（ねじ）曲げる ②（体の一部）をひねる，ねんざする,1,department は「①（組織の）部門，課 ②（大学の）学科 ③（米国などの）省」という意味で使われます。 語源メモ: -ment「こと」、ment「考える、心、思い」。,経済,3,true
leap_ja_0534,英語,英単語 LEAP 和訳,1学期,範囲D,次の英単語の意味として最も適切なものを選びなさい: branch,①支店，支局 ②（学問の）部門 ③枝,①表面 ②表面化する,①（A to B）（A）を（B に）関連づける ②～を（順序立てて）話す ③（to ～）（～の）気持ちがわかる,①競争する ②（in ～）（競技などに）参加する,交通機関〈不可算〉,①禁止〈可算〉 ②～を禁止する,①（人）を （愛情こめて）抱きしめる ②抱擁,①（液体など）を混ぜる ②（up ～）（感情など）を呼び覚ます,1,branch は「①支店，支局 ②（学問の）部門 ③枝」という意味で使われます。,IT,3,true
leap_ja_0535,英語,英単語 LEAP 和訳,1学期,範囲E,次の英単語の意味として最も適切なものを選びなさい: retail,①小売り〈不可算〉 ②小売りされている,側面,①（A with B）（A）を（B と）関連づける，（A）から（B を）連想する ②（with ～） （～と）付き合う ③同僚，共同経営者,①（相手）を打ち負かす ②敗北,①～経由で ②～によって,①～を断る ②（to do）～するのを拒む,①（at ～）（～を）じっと見つめる ②凝視,①～を振る ②～を揺さぶる ③（恐怖，寒さで）震える,1,retail は「①小売り〈不可算〉 ②小売りされている」という意味で使われます。 語源メモ: re-（後ろへ）＋talio（切る）＝「小分けして売ること」。,経済,3,true
leap_ja_0536,英語,英単語 LEAP 和訳,1学期,範囲A,次の英単語の意味として最も適切なものを選びなさい: system,①組織，制度 ②体系 （①②ともに〈可算〉）,①端 ②（ナイフなどの）刃 ③優位,①～を貼り付ける ②（舌や脚）を出す ③（to）（規則などを）守る，固執する,犠牲者,①（to ～）（～に）至る ②（a ～ life）（～な生活）を送る ③（A to do）A に～させる ④鉛，（シャーペンなどの）芯,①～を拒絶する ②（人）を除け者にする,①（at［on］～）（～を）見つめる ②視線，凝視,①焼ける ②～を燃やす，（CD など）を複製する,1,system は「①組織，制度 ②体系 （①②ともに〈可算〉）」という意味で使われます。,IT,3,true
leap_ja_0537,英語,英単語 LEAP 和訳,1学期,範囲B,次の英単語の意味として最も適切なものを選びなさい: structure,構造,①（of ～）（～で）構成されている ②（in ～）（～に）ある,①～を引き離す ②別々の,（to ～）（～に対する）障害〈可算〉,①上がる，昇る ②上昇,（A to do）（A）を説得して～させる,①ちらりと見る ②ちらりと見ること,～をサボる，抜かす,1,structure は「構造」という意味で使われます。 語源メモ: ?struo（組み立てる）＋-tura（行為の結果）。,IT,3,true
leap_ja_0538,英語,英単語 LEAP 和訳,1学期,範囲C,次の英単語の意味として最も適切なものを選びなさい: architecture,建築（様式）〈不可算〉,①～を構成する，組み立てる ②～を作曲［作文］する ③～を落ち着かせる,泥棒,①害〈不可算〉 ②～に害を与える,～を下げる,①（A of B）（A）に （Bを）確信させる，（A that S V）（A）に（～を） 確信させる ②（A to do）（A）を説得して～させる,①～がちらりと見える ②ちらりと見えること,①～をさらす ②（秘密，犯罪など）を暴露する,1,"architecture は「建築（様式）〈不可算〉」という意味で使われます。 語源メモ: arkhi- ""首長"" + tekton ""建築家・大工"" teks""織る”。",経済,3,true
leap_ja_0539,英語,英単語 LEAP 和訳,1学期,範囲D,次の英単語の意味として最も適切なものを選びなさい: construction,建設〈不可算〉,①～をくっつける，添付する ②～に愛着を持たせる,犯罪,①（プライバシーなど）を侵害する ②（国など）に侵入する，～を侵略する,①流れる ②流れ,①～を奮起させる，かき立てる ②（作品）に創作のヒントを与える,①（手足や体）を伸ばす，広げる ②伸ばす，広がる ③（ひと続きの）広がり,①～を（ちょっと）つける，浸す ②～を少し下げる,1,construction は「建設〈不可算〉」という意味で使われます。 語源メモ: -tion「こと、もの」、con-「ともに、強意」。,環境,3,true
leap_ja_0540,英語,英単語 LEAP 和訳,1学期,範囲E,次の英単語の意味として最も適切なものを選びなさい: function,①機能 ②機能する,①～をつなげる ②～を関連づける ③つながる,動機,～を危険にさらす,①破裂する，爆発する ②（慣用句で）突然～し始める,～のやる気をなくさせる，落胆させる,①つまずく ②（across［into］～）（～に）偶然出会う,～を磨く,1,function は「①機能 ②機能する」という意味で使われます。 語源メモ: funct(行う)。,環境,3,true
leap_ja_0541,英語,英単語 LEAP 和訳,1学期,範囲A,次の英単語の意味として最も適切なものを選びなさい: surface,①表面 ②表面化する,①（A to B）（A）を（B に）関連づける ②～を（順序立てて）話す ③（to ～）（～の）気持ちがわかる,（（人）for ～）（人）を（～の理由で）罰する,①～を中断する ②～を遮る ③人の話を遮る,①割れる，砕ける ②（パンと）音を出す ③～を割る，砕く ④割れ目,①～を促進する ②（be［get］－d to ～）（～に）出世［昇進］する,①～を（強く）押す ②～を押しつける，勧める ③（the －）報道機関，出版,①ごまかす ②～をだます,1,surface は「①表面 ②表面化する」という意味で使われます。 語源メモ: sur「上の」face「面」。,IT,3,true
leap_ja_0542,英語,英単語 LEAP 和訳,1学期,範囲B,次の英単語の意味として最も適切なものを選びなさい: aspect,側面,①（A with B）（A）を（B と）関連づける，（A）から（B を）連想する ②（with ～） （～と）付き合う ③同僚，共同経営者,①（法律など）に違反する ②（権利など）を侵害する,①～を台無しにする ②（子ども）を甘やかす,①（固体が）溶ける ②～を溶かす,①拡大する，膨張する ②～を拡大する，膨張させる,～を（ずるずると）引きずる,① ～に出席する，通う ②（to ～）（～に）注意を向ける ③（to ～）（～を）世話する,1,aspect は「側面」という意味で使われます。 語源メモ: a「その方向へ」spect「見る」。,IT,3,true
leap_ja_0543,英語,英単語 LEAP 和訳,1学期,範囲C,次の英単語の意味として最も適切なものを選びなさい: edge,①端 ②（ナイフなどの）刃 ③優位,①～を貼り付ける ②（舌や脚）を出す ③（to）（規則などを）守る，固執する,①合法の ②法律の，法的な,観客,①進歩，前進 〈不可算〉 ②進歩する，進む,①～を延長する，広げる ②伸びる，広がる,①（against［on］～）（～に）寄りかかる ②（forward）身を乗り出す ③（健康的に）痩せている,（in ～）（～に）参加する,1,edge は「①端 ②（ナイフなどの）刃 ③優位」という意味で使われます。,環境,3,true
leap_ja_0544,英語,英単語 LEAP 和訳,1学期,範囲D,次の英単語の意味として最も適切なものを選びなさい: consist,①（of ～）（～で）構成されている ②（in ～）（～に）ある,①～を引き離す ②別々の,①敵 ②（形容詞的に）敵の,①（家族も含めて）親戚 ②相対的な,①進歩，前進 〈可算〉 ②（軍隊などが）前進する，進歩する ③事前の,①～を広げる ②広がる,①～をひっかく，かく ②ひっかき傷,～をまねる,1,consist は「①（of ～）（～で）構成されている ②（in ～）（～に）ある」という意味で使われます。 語源メモ: con「一緒/強意」sist「立つ」。,環境,3,true
leap_ja_0545,英語,英単語 LEAP 和訳,1学期,範囲E,次の英単語の意味として最も適切なものを選びなさい: compose,①～を構成する，組み立てる ②～を作曲［作文］する ③～を落ち着かせる,泥棒,①競争する ②（in ～）（競技などに）参加する,①～に入る ②～を入力する ③（into ～）（ある段階などに）入る,①（with～）（～を）扱う ②取り引き,①～を広げる ②広がる ③広がり,①おじぎする ②おじぎ,存在する,1,compose は「①～を構成する，組み立てる ②～を作曲［作文］する ③～を落ち着かせる」という意味で使われます。 語源メモ: com「共に」pose「置く」＝「まとめてひとつにする」。,経済,3,true
leap_ja_0546,英語,英単語 LEAP 和訳,1学期,範囲A,次の英単語の意味として最も適切なものを選びなさい: attach,①～をくっつける，添付する ②～に愛着を持たせる,犯罪,①（相手）を打ち負かす ②敗北,①（人が主語）～と一緒に行く ②（物が主語）～に伴う,①～を扱う ②（手で）～を扱う，触れる ③取っ手,①（荷物など）を縛る ②（ひも，ネクタイなど）を結ぶ ③ネクタイ （＝necktie） ④（家族などの）きずな,①うなずく ②（off）うたた寝する ③うなずき，会釈,生じる,1,attach は「①～をくっつける，添付する ②～に愛着を持たせる」という意味で使われます。 語源メモ: estache（杭）/ad(方向)とsteg(杭)。,経済,3,true
leap_ja_0547,英語,英単語 LEAP 和訳,1学期,範囲B,次の英単語の意味として最も適切なものを選びなさい: connect,①～をつなげる ②～を関連づける ③つながる,動機,犠牲者,①出発 ②逸脱,（with～）（～に）（うまく）対処する,～を結びつける，縛る,①ため息をつく ②ため息,①生じる ②（to （人））（考えなどが（人）に）思いつく,1,connect は「①～をつなげる ②～を関連づける ③つながる」という意味で使われます。 語源メモ: con「共に」nect「結びつける」。,経済,3,true
leap_ja_0548,英語,英単語 LEAP 和訳,1学期,範囲C,次の英単語の意味として最も適切なものを選びなさい: relate,①（A to B）（A）を（B に）関連づける ②～を（順序立てて）話す ③（to ～）（～の）気持ちがわかる,（（人）for ～）（人）を（～の理由で）罰する,（to ～）（～に対する）障害〈可算〉,①目的地 ②（tourist －）旅行先，観光地,①（副詞を伴って）～を扱う ②（病人，病気）を治療する ③（A to B） （A） に（Bを）おごる ④楽しみ,①～を固定する ②（ボタンなど）をかける，留める,①あくびをする ②あくび,（電気，利益など）を生み出す,1,relate は「①（A to B）（A）を（B に）関連づける ②～を（順序立てて）話す ③（to ～）（～の）気持ちがわかる」という意味で使われます。 語源メモ: ?re-（戻って）＋latus（持ってきた）「二つの点の間を行って戻って（re-）持ってくる」。,IT,3,true
leap_ja_0549,英語,英単語 LEAP 和訳,1学期,範囲D,次の英単語の意味として最も適切なものを選びなさい: associate,①（A with B）（A）を（B と）関連づける，（A）から（B を）連想する ②（with ～） （～と）付き合う ③同僚，共同経営者,①（法律など）に違反する ②（権利など）を侵害する,①害〈不可算〉 ②～に害を与える,交通機関〈不可算〉,（to ～）（～の）手がかり,①～を固定する ②～を修理する ③（主に 〈米〉）（食事，飲み物）を作る,①～を埋める ②～を埋葬する,①（be －d in ～）（事件などに）巻き込まれる ②（be －d in ～）（子育てなどに）参加する ③～を伴う,1,associate は「①（A with B）（A）を（B と）関連づける，（A）から（B を）連想する ②（with ～） （～と）付き合う ③同僚，共同経営者」という意味で使われます。 語源メモ: as（～へ） + soci （友達）+ate [名詞の語尾]。,経済,3,true
leap_ja_0550,英語,英単語 LEAP 和訳,1学期,範囲E,次の英単語の意味として最も適切なものを選びなさい: stick,①～を貼り付ける ②（舌や脚）を出す ③（to）（規則などを）守る，固執する,①合法の ②法律の，法的な,①（プライバシーなど）を侵害する ②（国など）に侵入する，～を侵略する,①～経由で ②～によって,～を制限する,①（機械など）を設置する ②～をインストールする,①～を遂行する ②～を演じる，演奏する ③（副詞を伴い）やる,～を必要とする,1,stick は「①～を貼り付ける ②（舌や脚）を出す ③（to）（規則などを）守る，固執する」という意味で使われます。 語源メモ: steyg-（突き刺す）。,経済,3,true
leap_ja_0551,英語,英単語 LEAP 和訳,1学期,範囲A,次の英単語の意味として最も適切なものを選びなさい: separate,①～を引き離す ②別々の,①敵 ②（形容詞的に）敵の,～を危険にさらす,①（to ～）（～に）至る ②（a ～ life）（～な生活）を送る ③（A to do）A に～させる ④鉛，（シャーペンなどの）芯,①（数量，範囲）を制限する ②制限,①～を我慢する ②～に抵抗する,①～を採用する ②～を養子にする,（to ～）（～に）対応する［（～と）同等の］人［物，事］,1,separate は「①～を引き離す ②別々の」という意味で使われます。,IT,3,true
leap_ja_0552,英語,英単語 LEAP 和訳,1学期,範囲B,次の英単語の意味として最も適切なものを選びなさい: thief,泥棒,①競争する ②（in ～）（競技などに）参加する,①～を中断する ②～を遮る ③人の話を遮る,①上がる，昇る ②上昇,～を禁じる,～に従う,①（from ～）（～から）逃れる ②～を避ける ③逃亡,①～を維持する ②（that S V）（～）を（強く）主張する,1,thief は「泥棒」という意味で使われます。,環境,3,true
leap_ja_0553,英語,英単語 LEAP 和訳,1学期,範囲C,次の英単語の意味として最も適切なものを選びなさい: crime,犯罪,①（相手）を打ち負かす ②敗北,①～を台無しにする ②（子ども）を甘やかす,～を下げる,①禁止〈可算〉 ②～を禁止する,①従事する ②（関心，注意など）を引く,①～をまき散らす ②（群衆などが）散る,①（時間的に）続く ②（服などが）長持ちする （the last ～）③この前の～，最後の～ ④もっとも～でない ⑤（at －）ついに,1,crime は「犯罪」という意味で使われます。 語源メモ: cerno（篩いにかける）+-men（名詞語尾）。,環境,3,true
leap_ja_0554,英語,英単語 LEAP 和訳,1学期,範囲D,次の英単語の意味として最も適切なものを選びなさい: motive,動機,犠牲者,観客,①流れる ②流れ,①～を断る ②（to do）～するのを拒む,（into～）①（～に）ぶつかる ②（～に）偶然出会う,①～を折る ②（up）～を折りたたむ ③（腕）を組む ④折りたためる,①持続する，残る ②（in［with］～）（～を）貫く，（～に）固執する,1,motive は「動機」という意味で使われます。 語源メモ: mot- :ラテン語movere = (動く、動かす)。,環境,3,true
leap_ja_0555,英語,英単語 LEAP 和訳,1学期,範囲E,次の英単語の意味として最も適切なものを選びなさい: punish,（（人）for ～）（人）を（～の理由で）罰する,（to ～）（～に対する）障害〈可算〉,①（家族も含めて）親戚 ②相対的な,①破裂する，爆発する ②（慣用句で）突然～し始める,①～を拒絶する ②（人）を除け者にする,①激突する ②（飛行機が）墜落する ③激突，墜落,①～を掛ける ② ～を絞首刑にする ③ぶら下がる,①～を増す ②～を得る ③利益，増加,1,punish は「（（人）for ～）（人）を（～の理由で）罰する」という意味で使われます。 語源メモ: poena（罰）。,環境,3,true
leap_ja_0556,英語,英単語 LEAP 和訳,1学期,範囲A,次の英単語の意味として最も適切なものを選びなさい: violate,①（法律など）に違反する ②（権利など）を侵害する,①害〈不可算〉 ②～に害を与える,①～に入る ②～を入力する ③（into ～）（ある段階などに）入る,①割れる，砕ける ②（パンと）音を出す ③～を割る，砕く ④割れ目,（A to do）（A）を説得して～させる,①身をかがめる ②～を曲げる ③（道の）カーブ,①～を解放する ②（映画など）を発表する，出す ③（ガスなど）を放出する ④解放，発売,（資格，許可，情報など）を得る,1,violate は「①（法律など）に違反する ②（権利など）を侵害する」という意味で使われます。 語源メモ: vis（暴力）。,環境,3,true
leap_ja_0557,英語,英単語 LEAP 和訳,1学期,範囲B,次の英単語の意味として最も適切なものを選びなさい: legal,①合法の ②法律の，法的な,①（プライバシーなど）を侵害する ②（国など）に侵入する，～を侵略する,①（人が主語）～と一緒に行く ②（物が主語）～に伴う,①（固体が）溶ける ②～を溶かす,①（A of B）（A）に （Bを）確信させる，（A that S V）（A）に（～を） 確信させる ②（A to do）（A）を説得して～させる,①（人）を （愛情こめて）抱きしめる ②抱擁,①～を打つ ②（災害が）～を襲う ③（考えが人）に思い浮かぶ ④（A as B）（A）に（B という）印象を与える ⑤ストライキ,①～を習得する ②～を獲得する ③～を買収する,1,legal は「①合法の ②法律の，法的な」という意味で使われます。 語源メモ: lex（法律）＋-alis（～の）。,IT,3,true
leap_ja_0558,英語,英単語 LEAP 和訳,1学期,範囲C,次の英単語の意味として最も適切なものを選びなさい: enemy,①敵 ②（形容詞的に）敵の,～を危険にさらす,①出発 ②逸脱,①進歩，前進 〈不可算〉 ②進歩する，進む,①～を奮起させる，かき立てる ②（作品）に創作のヒントを与える,①（at ～）（～を）じっと見つめる ②凝視,①～を打つ ②～に勝つ,①～を調査する ②～を検査する,1,enemy は「①敵 ②（形容詞的に）敵の」という意味で使われます。,経済,3,true
leap_ja_0559,英語,英単語 LEAP 和訳,1学期,範囲D,次の英単語の意味として最も適切なものを選びなさい: compete,①競争する ②（in ～）（競技などに）参加する,①～を中断する ②～を遮る ③人の話を遮る,①目的地 ②（tourist －）旅行先，観光地,①進歩，前進 〈可算〉 ②（軍隊などが）前進する，進歩する ③事前の,～のやる気をなくさせる，落胆させる,①（at［on］～）（～を）見つめる ②視線，凝視,～を守る，保護する,①（A for B） （B（物）を求めてA（場所））を捜す ②捜索，調査,1,compete は「①競争する ②（in ～）（競技などに）参加する」という意味で使われます。 語源メモ: com-（一緒に）＋peto（求める）。,経済,3,true
leap_ja_0560,英語,英単語 LEAP 和訳,1学期,範囲E,次の英単語の意味として最も適切なものを選びなさい: defeat,①（相手）を打ち負かす ②敗北,①～を台無しにする ②（子ども）を甘やかす,交通機関〈不可算〉,①（with～）（～を）扱う ②取り引き,①～を促進する ②（be［get］－d to ～）（～に）出世［昇進］する,①ちらりと見る ②ちらりと見ること,①～を（ねじ）曲げる ②（体の一部）をひねる，ねんざする,①同窓会 ②再会,1,defeat は「①（相手）を打ち負かす ②敗北」という意味で使われます。 語源メモ: de「否定」feat「する」＝「何もできなくさせる」/ばらばらに（des-）する（faire）こと。,経済,3,true
leap_ja_0561,英語,英単語 LEAP 和訳,1学期,範囲A,次の英単語の意味として最も適切なものを選びなさい: victim,犠牲者,観客,①～経由で ②～によって,①～を扱う ②（手で）～を扱う，触れる ③取っ手,①拡大する，膨張する ②～を拡大する，膨張させる,①～がちらりと見える ②ちらりと見えること,①（液体など）を混ぜる ②（up ～）（感情など）を呼び覚ます,①奨学金〈可算〉 ②（人文科学の）学識〈不可算〉,1,victim は「犠牲者」という意味で使われます。 語源メモ: victima（いけにえの動物）。,IT,3,true
